number_of_nodes,number_of_edges,time,number_of_path_edges,distance_m,start_id,end_id,datetime
31132,66173,0.08594942092895508,189,471425.31727815175,4240086809,263054609,2020-09-28 16:01:18
31132,66173,0.02005910873413086,38,107143.64076366143,69198680,360456676,2020-09-28 16:01:18
31132,66173,0.0550541877746582,128,421521.787735455,1088365279,278411644,2020-09-28 16:01:18
31132,66173,0.019402742385864258,117,351332.88895913085,76471702,27315978,2020-09-28 16:01:18
31132,66173,0.1441972255706787,213,669148.8028142476,1276244359,496083,2020-09-28 16:01:18
31132,66173,0.044434309005737305,164,363031.8256760972,416079910,443823904,2020-09-28 16:01:18
31132,66173,0.02373027801513672,130,338422.6570870337,6564959,1510575163,2020-09-28 16:01:18
31132,66173,0.052823543548583984,162,558974.7861583303,269021013,267968689,2020-09-28 16:01:18
31132,66173,0.08715176582336426,222,762348.7169005699,26738309,257594914,2020-09-28 16:01:18
31132,66173,0.07147431373596191,142,520068.75943878636,21450933,51582705,2020-09-28 16:01:18
31132,66173,0.02787923812866211,107,366803.7984311783,3934959889,25436931,2020-09-28 16:01:18
31132,66173,0.03712105751037598,216,530820.9053043508,6172602940,164353,2020-09-28 16:01:18
31132,66173,0.017838716506958008,115,195003.77655123823,267584493,5594490725,2020-09-28 16:01:18
31132,66173,0.017470598220825195,55,127594.664802469,33249237,6251851091,2020-09-28 16:01:18
31132,66173,0.025882959365844727,149,275644.77442069846,2413074,303192146,2020-09-28 16:01:18
31132,66173,0.0244903564453125,113,476730.4379627299,1613249077,1423221791,2020-09-28 16:01:18
31132,66173,0.07989144325256348,241,841127.457996644,30217734,413698740,2020-09-28 16:01:18
31132,66173,0.020166873931884766,108,293413.8821398549,846932584,5211001363,2020-09-28 16:01:18
31132,66173,0.015923023223876953,86,391384.80021365,1564391536,293485804,2020-09-28 16:01:18
31132,66173,0.025615692138671875,75,247093.14983265128,443035,104580839,2020-09-28 16:01:18
31132,66173,0.019955873489379883,58,167658.7775079051,2078011510,967138432,2020-09-28 16:01:18
31132,66173,0.04389762878417969,182,611852.4389733215,281196665,419788506,2020-09-28 16:01:19
31132,66173,0.01636648178100586,53,197895.08970838366,3005654190,107869122,2020-09-28 16:01:19
31132,66173,0.049924612045288086,137,361401.63726765907,1319810620,1482202869,2020-09-28 16:01:19
31132,66173,0.02366161346435547,97,303421.61637573206,5910542,305068176,2020-09-28 16:01:19
31132,66173,0.023767709732055664,122,427467.79261389794,1347303940,536680891,2020-09-28 16:01:19
31132,66173,0.01195526123046875,35,83911.67931882197,17475383,105987942,2020-09-28 16:01:19
31132,66173,0.024713754653930664,118,359507.73099764227,247064930,666290265,2020-09-28 16:01:19
31132,66173,0.017713069915771484,46,125865.05185932494,26733097,286724768,2020-09-28 16:01:19
31132,66173,0.013939857482910156,32,115577.65789759865,544291,320779306,2020-09-28 16:01:19
31132,66173,0.019636869430541992,85,193264.68327456646,2698398298,27024072,2020-09-28 16:01:19
31132,66173,0.04244184494018555,190,586830.7473105403,278919806,3124168663,2020-09-28 16:01:19
31132,66173,0.04955124855041504,195,422674.33193872066,1365657778,3932388956,2020-09-28 16:01:19
31132,66173,0.01941514015197754,97,359577.07460171374,25534214,31057858,2020-09-28 16:01:19
31132,66173,0.020209074020385742,67,209056.68236200197,160322115,425874100,2020-09-28 16:01:19
31132,66173,0.015554428100585938,26,189029.8652785027,313927987,267577037,2020-09-28 16:01:19
31132,66173,0.06718087196350098,160,783605.9588289115,363998675,206164243,2020-09-28 16:01:19
31132,66173,0.025304079055786133,121,351947.89539409557,564183,1658926300,2020-09-28 16:01:19
31132,66173,0.07039189338684082,223,540521.4086171581,960515570,2357016709,2020-09-28 16:01:19
31132,66173,0.013329029083251953,60,111736.5223303845,292409660,338434378,2020-09-28 16:01:19
31132,66173,0.01738762855529785,71,249394.44149295162,29907657,1629518457,2020-09-28 16:01:19
31132,66173,0.0306704044342041,131,239042.0577561941,544304,248604584,2020-09-28 16:01:19
31132,66173,0.06072878837585449,157,582876.0005654007,1415448535,303358438,2020-09-28 16:01:19
31132,66173,0.054386138916015625,173,408558.4705344158,34018028,5448611817,2020-09-28 16:01:19
31132,66173,0.027254581451416016,131,414735.5600074831,255686896,26936904,2020-09-28 16:01:19
31132,66173,0.026144742965698242,149,303967.61475074297,27353906,2034544784,2020-09-28 16:01:19
31132,66173,0.02523636817932129,136,310024.82178579905,500288,1585521867,2020-09-28 16:01:19
31132,66173,0.023698091506958008,57,160233.63665794407,287978793,4460281471,2020-09-28 16:01:19
31132,66173,0.034790754318237305,148,470586.69530500926,281159259,21490925,2020-09-28 16:01:20
31132,66173,0.048545122146606445,126,397509.00783585623,39082364,3163416259,2020-09-28 16:01:20
31132,66173,0.06450796127319336,173,581195.5868297045,4992743206,2453232137,2020-09-28 16:01:20
31132,66173,0.05536389350891113,196,729869.0506814042,383994057,95123295,2020-09-28 16:01:20
31132,66173,0.020026206970214844,70,310656.46098452766,3250121777,5605270,2020-09-28 16:01:20
31132,66173,0.014995574951171875,28,90349.06585187727,132841815,293483921,2020-09-28 16:01:20
31132,66173,0.02040266990661621,73,337212.4539721606,206148716,21092542,2020-09-28 16:01:20
31132,66173,0.01294708251953125,32,95505.37483160237,46077589,21638934,2020-09-28 16:01:20
31132,66173,0.045645713806152344,169,575308.0912121519,267615921,26153497,2020-09-28 16:01:20
31132,66173,0.027808427810668945,138,431748.695393529,326036,1175716812,2020-09-28 16:01:20
31132,66173,0.032625436782836914,128,486283.2892767399,1374976432,259964504,2020-09-28 16:01:20
31132,66173,0.04366016387939453,141,330073.8638094059,251814957,25454515,2020-09-28 16:01:20
31132,66173,0.08550453186035156,228,875362.8749484129,190238788,3152831686,2020-09-28 16:01:20
31132,66173,0.052538394927978516,180,585113.0035607696,2896006446,2628206909,2020-09-28 16:01:20
31132,66173,0.034653663635253906,123,309411.6686803376,26307108,3468302015,2020-09-28 16:01:20
31132,66173,0.018666982650756836,76,247608.23474160995,4599836506,15089173,2020-09-28 16:01:20
31132,66173,0.04950284957885742,188,581702.2435891483,194502603,27235336,2020-09-28 16:01:20
31132,66173,0.01515960693359375,68,194030.17674846287,21487142,1777199453,2020-09-28 16:01:20
31132,66173,0.08113622665405273,201,746329.5974356403,265750354,2425432034,2020-09-28 16:01:20
31132,66173,0.017649412155151367,65,241957.21798331192,383415690,28339718,2020-09-28 16:01:20
31132,66173,0.012395381927490234,43,47289.55549043833,11768644,160155,2020-09-28 16:01:20
31132,66173,0.04892539978027344,142,371810.74256326596,277177494,1276244361,2020-09-28 16:01:20
31132,66173,0.017493009567260742,68,213112.60258308705,32188222,262471187,2020-09-28 16:01:20
31132,66173,0.016077280044555664,80,327088.9019167431,1550826606,86852679,2020-09-28 16:01:21
31132,66173,0.021960020065307617,107,374646.1819460771,1714143512,99241942,2020-09-28 16:01:21
31132,66173,0.036020755767822266,198,577852.2688465095,247872720,323145025,2020-09-28 16:01:21
31132,66173,0.017786026000976562,95,356611.0740509229,2320572753,20973971,2020-09-28 16:01:21
31132,66173,0.018787145614624023,82,293970.1339782027,307951181,3167109473,2020-09-28 16:01:21
31132,66173,0.056299448013305664,122,446117.9805161709,25392715,5892728908,2020-09-28 16:01:21
31132,66173,0.023434162139892578,106,462674.51747204835,31356329,588461640,2020-09-28 16:01:21
31132,66173,0.017880678176879883,70,213185.9045749026,1657451673,297341014,2020-09-28 16:01:21
31132,66173,0.016050338745117188,52,156808.32401919866,1575637806,6250170638,2020-09-28 16:01:21
31132,66173,0.041425228118896484,210,600687.8041614593,8083273,249214545,2020-09-28 16:01:21
31132,66173,0.03104686737060547,103,441348.3093472698,267758327,31026061,2020-09-28 16:01:21
